sender,receiver,ligand,receptor,pathway,SC,TC,delta_TC_SC,pct_change
Tgd_CD27+,M2,Pdgfb,Pdgfrb,Stromal-PDGF,0.0,0.0,0.0,0.0
Tgd_CD27+,M2,Tgfb1,Tgfbr1,TGFb-immunosup,0.02915901896159741,0.09025712678214266,0.061098107820545255,209.5
Tgd_CD27+,M2,Tgfb1,Tgfbr2,TGFb-immunosup,0.04441234233460668,0.12889155157634372,0.08447920924173703,190.2
Tgd_CD27+,M2,Tgfb2,Tgfbr1,TGFb-immunosup,0.0,0.0,0.0,0.0
Tgd_CD27+,M2,Tnf,Tnfrsf1a,TNF,0.011201167466044654,0.021667118881521962,0.010465951415477308,93.4
Tgd_CD27+,M2,Tslp,Crlf2,ILC2-activation,0.0,0.0,0.0,0.0
Tgd_CD27+,M2,Vegfa,Flt1,Angiogenesis,0.0,0.0008719062741323262,0.0008719062741323262,8719062.7
Tgd_CD27+,M2,Vegfa,Kdr,Angiogenesis,0.0,0.0,0.0,0.0
Tgd_CD27+,M2,Wnt5a,Fzd4,Wnt,0.0,0.0,0.0,0.0
Tgd_CD27+,M2,Wnt5a,Ror2,Wnt,0.0,0.0,0.0,0.0
Tgd_CD27+,Mast,Areg,Egfr,Amphiregulin,0.0,0.0,0.0,0.0
Tgd_CD27+,Mast,Areg,Erbb2,Amphiregulin,0.0,0.0,0.0,0.0
Tgd_CD27+,Mast,Areg,Erbb3,Amphiregulin,0.0,0.0,0.0,0.0
Tgd_CD27+,Mast,Ccl2,Ccr2,Macrophage-recruit,0.0,0.0,0.0,0.0
Tgd_CD27+,Mast,Csf1,Csf1r,Macrophage-recruit,0.0,0.0,0.0,0.0
Tgd_CD27+,Mast,Cxcl12,Cxcr4,CXCL12-homing,0.0,0.0,0.0,0.0
Tgd_CD27+,Mast,Dll1,Notch1,Notch,0.0,0.0,0.0,0.0
Tgd_CD27+,Mast,Fndc5,Itgav,Irisin-autocrine,0.0,0.0,0.0,0.0
Tgd_CD27+,Mast,Fndc5,Itgb1,Irisin-autocrine,0.0,0.0,0.0,0.0
Tgd_CD27+,Mast,Fndc5,Itgb5,Irisin-autocrine,0.0,0.0,0.0,0.0
Tgd_CD27+,Mast,Il33,Il1rl1,ILC2-activation,0.0,0.0,0.0,0.0
Tgd_CD27+,Mast,Il6,Il6ra,IL6,0.0,0.0,0.0,0.0
Tgd_CD27+,Mast,Il6,Il6st,IL6,0.0,0.0,0.0,0.0
Tgd_CD27+,Mast,Jag1,Notch2,Notch,0.006572037621691449,0.001499100479717679,-0.005072937141973771,-77.2
Tgd_CD27+,Mast,Pdgfa,Pdgfra,Stromal-PDGF,0.0,0.0,0.0,0.0
Tgd_CD27+,Mast,Pdgfb,Pdgfrb,Stromal-PDGF,0.00576584875261757,0.0017748350491124624,-0.003991013703505108,-69.2
Tgd_CD27+,Mast,Tgfb1,Tgfbr1,TGFb-immunosup,0.0424454907100884,0.1222989411810575,0.07985345047096909,188.1
Tgd_CD27+,Mast,Tgfb1,Tgfbr2,TGFb-immunosup,0.06316226211782314,0.1539534680360748,0.09079120591825166,143.7
Tgd_CD27+,Mast,Tgfb2,Tgfbr1,TGFb-immunosup,0.0,0.0,0.0,0.0
Tgd_CD27+,Mast,Tnf,Tnfrsf1a,TNF,0.0011302848009985727,0.0,-0.0011302848009985727,-100.0
Tgd_CD27+,Mast,Tslp,Crlf2,ILC2-activation,0.0,0.0,0.0,0.0
Tgd_CD27+,Mast,Vegfa,Flt1,Angiogenesis,0.0,0.0,0.0,0.0
Tgd_CD27+,Mast,Vegfa,Kdr,Angiogenesis,0.0,0.0,0.0,0.0
Tgd_CD27+,Mast,Wnt5a,Fzd4,Wnt,0.0,0.0,0.0,0.0
Tgd_CD27+,Mast,Wnt5a,Ror2,Wnt,0.0,0.0,0.0,0.0
Tgd_CD27+,Monocyte_Inflammatory,Areg,Egfr,Amphiregulin,0.0,0.0,0.0,0.0
Tgd_CD27+,Monocyte_Inflammatory,Areg,Erbb2,Amphiregulin,0.0,0.0,0.0,0.0
Tgd_CD27+,Monocyte_Inflammatory,Areg,Erbb3,Amphiregulin,0.0,0.0,0.0,0.0
Tgd_CD27+,Monocyte_Inflammatory,Ccl2,Ccr2,Macrophage-recruit,0.0,0.0,0.0,0.0
Tgd_CD27+,Monocyte_Inflammatory,Csf1,Csf1r,Macrophage-recruit,0.0,0.0,0.0,0.0
Tgd_CD27+,Monocyte_Inflammatory,Cxcl12,Cxcr4,CXCL12-homing,0.0,0.0,0.0,0.0
Tgd_CD27+,Monocyte_Inflammatory,Dll1,Notch1,Notch,0.0,0.0,0.0,0.0
Tgd_CD27+,Monocyte_Inflammatory,Fndc5,Itgav,Irisin-autocrine,0.0,0.0,0.0,0.0
Tgd_CD27+,Monocyte_Inflammatory,Fndc5,Itgb1,Irisin-autocrine,0.0,0.0,0.0,0.0
Tgd_CD27+,Monocyte_Inflammatory,Fndc5,Itgb5,Irisin-autocrine,0.0,0.0,0.0,0.0
Tgd_CD27+,Monocyte_Inflammatory,Il33,Il1rl1,ILC2-activation,0.0,0.0,0.0,0.0
Tgd_CD27+,Monocyte_Inflammatory,Il6,Il6ra,IL6,0.0,0.0,0.0,0.0
Tgd_CD27+,Monocyte_Inflammatory,Il6,Il6st,IL6,0.0,0.0,0.0,0.0
Tgd_CD27+,Monocyte_Inflammatory,Jag1,Notch2,Notch,0.00794324768630375,0.002528302774715709,-0.005414944911588041,-68.2
Tgd_CD27+,Monocyte_Inflammatory,Pdgfa,Pdgfra,Stromal-PDGF,0.0,0.0,0.0,0.0
Tgd_CD27+,Monocyte_Inflammatory,Pdgfb,Pdgfrb,Stromal-PDGF,0.0,0.0,0.0,0.0
Tgd_CD27+,Monocyte_Inflammatory,Tgfb1,Tgfbr1,TGFb-immunosup,0.03883838561872574,0.10813344050742899,0.06929505488870324,178.4
Tgd_CD27+,Monocyte_Inflammatory,Tgfb1,Tgfbr2,TGFb-immunosup,0.004092356088887185,0.011987738301039035,0.007895382212151851,192.9
Tgd_CD27+,Monocyte_Inflammatory,Tgfb2,Tgfbr1,TGFb-immunosup,0.0,0.0,0.0,0.0
Tgd_CD27+,Monocyte_Inflammatory,Tnf,Tnfrsf1a,TNF,0.03836774353867402,0.09084408183208799,0.05247633829341397,136.8
Tgd_CD27+,Monocyte_Inflammatory,Tslp,Crlf2,ILC2-activation,0.0,0.0,0.0,0.0
Tgd_CD27+,Monocyte_Inflammatory,Vegfa,Flt1,Angiogenesis,0.0,0.0034205771337154863,0.0034205771337154863,34205771.3
Tgd_CD27+,Monocyte_Inflammatory,Vegfa,Kdr,Angiogenesis,0.0,0.0,0.0,0.0
Tgd_CD27+,Monocyte_Inflammatory,Wnt5a,Fzd4,Wnt,0.0,0.0,0.0,0.0
Tgd_CD27+,Monocyte_Inflammatory,Wnt5a,Ror2,Wnt,0.0,0.0,0.0,0.0
Tgd_CD27+,Monocyte_Patrolling,Areg,Egfr,Amphiregulin,0.0,0.0,0.0,0.0
Tgd_CD27+,Monocyte_Patrolling,Areg,Erbb2,Amphiregulin,0.0,0.0,0.0,0.0
Tgd_CD27+,Monocyte_Patrolling,Areg,Erbb3,Amphiregulin,0.0,0.0,0.0,0.0
Tgd_CD27+,Monocyte_Patrolling,Ccl2,Ccr2,Macrophage-recruit,0.0,0.0,0.0,0.0
Tgd_CD27+,Monocyte_Patrolling,Csf1,Csf1r,Macrophage-recruit,0.0,0.0,0.0,0.0
Tgd_CD27+,Monocyte_Patrolling,Cxcl12,Cxcr4,CXCL12-homing,0.0,0.0,0.0,0.0
Tgd_CD27+,Monocyte_Patrolling,Dll1,Notch1,Notch,0.0,0.0,0.0,0.0
Tgd_CD27+,Monocyte_Patrolling,Fndc5,Itgav,Irisin-autocrine,0.0,0.0,0.0,0.0
Tgd_CD27+,Monocyte_Patrolling,Fndc5,Itgb1,Irisin-autocrine,0.0,0.0,0.0,0.0
Tgd_CD27+,Monocyte_Patrolling,Fndc5,Itgb5,Irisin-autocrine,0.0,0.0,0.0,0.0
Tgd_CD27+,Monocyte_Patrolling,Il33,Il1rl1,ILC2-activation,0.0,0.0,0.0,0.0
Tgd_CD27+,Monocyte_Patrolling,Il6,Il6ra,IL6,0.0,0.0,0.0,0.0
Tgd_CD27+,Monocyte_Patrolling,Il6,Il6st,IL6,0.0,0.0,0.0,0.0
Tgd_CD27+,Monocyte_Patrolling,Jag1,Notch2,Notch,0.01365098001803593,0.0023719502203670955,-0.011279029797668835,-82.6
Tgd_CD27+,Monocyte_Patrolling,Pdgfa,Pdgfra,Stromal-PDGF,0.0,0.0,0.0,0.0
Tgd_CD27+,Monocyte_Patrolling,Pdgfb,Pdgfrb,Stromal-PDGF,0.0,0.0,0.0,0.0
Tgd_CD27+,Monocyte_Patrolling,Tgfb1,Tgfbr1,TGFb-immunosup,0.0752156042241784,0.32333979610365354,0.24812419187947515,329.9
Tgd_CD27+,Monocyte_Patrolling,Tgfb1,Tgfbr2,TGFb-immunosup,0.01777644086739997,0.07453638744899206,0.05675994658159209,319.3
Tgd_CD27+,Monocyte_Patrolling,Tgfb2,Tgfbr1,TGFb-immunosup,0.0,0.0,0.0,0.0
Tgd_CD27+,Monocyte_Patrolling,Tnf,Tnfrsf1a,TNF,0.02605612116793049,0.0646409931840134,0.038584872016082905,148.1
Tgd_CD27+,Monocyte_Patrolling,Tslp,Crlf2,ILC2-activation,0.0,0.0,0.0,0.0
Tgd_CD27+,Monocyte_Patrolling,Vegfa,Flt1,Angiogenesis,0.0,0.003734252287393714,0.003734252287393714,37342522.9
Tgd_CD27+,Monocyte_Patrolling,Vegfa,Kdr,Angiogenesis,0.0,0.0,0.0,0.0
Tgd_CD27+,Monocyte_Patrolling,Wnt5a,Fzd4,Wnt,0.0,0.0,0.0,0.0
Tgd_CD27+,Monocyte_Patrolling,Wnt5a,Ror2,Wnt,0.0,0.0,0.0,0.0
Tgd_CD27+,NK,Areg,Egfr,Amphiregulin,0.0,0.0,0.0,0.0
Tgd_CD27+,NK,Areg,Erbb2,Amphiregulin,0.0,0.0,0.0,0.0
Tgd_CD27+,NK,Areg,Erbb3,Amphiregulin,0.0,0.0,0.0,0.0
Tgd_CD27+,NK,Ccl2,Ccr2,Macrophage-recruit,0.0,0.0,0.0,0.0
Tgd_CD27+,NK,Csf1,Csf1r,Macrophage-recruit,0.0,0.0,0.0,0.0
Tgd_CD27+,NK,Cxcl12,Cxcr4,CXCL12-homing,0.0,0.0,0.0,0.0
Tgd_CD27+,NK,Dll1,Notch1,Notch,0.0,0.0,0.0,0.0
Tgd_CD27+,NK,Fndc5,Itgav,Irisin-autocrine,0.0,0.0,0.0,0.0
Tgd_CD27+,NK,Fndc5,Itgb1,Irisin-autocrine,0.0,0.0,0.0,0.0
Tgd_CD27+,NK,Fndc5,Itgb5,Irisin-autocrine,0.0,0.0,0.0,0.0
Tgd_CD27+,NK,Il33,Il1rl1,ILC2-activation,0.0,0.0,0.0,0.0
Tgd_CD27+,NK,Il6,Il6ra,IL6,0.0,0.0,0.0,0.0
Tgd_CD27+,NK,Il6,Il6st,IL6,0.0,0.0,0.0,0.0
Tgd_CD27+,NK,Jag1,Notch2,Notch,0.0025187530622307213,0.00042151391352402003,-0.0020972391487067013,-83.3
Tgd_CD27+,NK,Pdgfa,Pdgfra,Stromal-PDGF,0.0,0.0,0.0,0.0
Tgd_CD27+,NK,Pdgfb,Pdgfrb,Stromal-PDGF,0.0,0.0,0.0,0.0
Tgd_CD27+,NK,Tgfb1,Tgfbr1,TGFb-immunosup,0.016581546618309895,0.056960429391508784,0.040378882773198885,243.5
Tgd_CD27+,NK,Tgfb1,Tgfbr2,TGFb-immunosup,0.02678490589257959,0.07602686759985736,0.049241961707277765,183.8
Tgd_CD27+,NK,Tgfb2,Tgfbr1,TGFb-immunosup,0.0,0.0,0.0,0.0
Tgd_CD27+,NK,Tnf,Tnfrsf1a,TNF,0.005907315737006283,0.01666245915362185,0.010755143416615567,182.1
Tgd_CD27+,NK,Tslp,Crlf2,ILC2-activation,0.0,0.0,0.0,0.0
Tgd_CD27+,NK,Vegfa,Flt1,Angiogenesis,0.0,1.5056718636758514e-05,1.5056718636758514e-05,150567.2
Tgd_CD27+,NK,Vegfa,Kdr,Angiogenesis,0.0,0.0,0.0,0.0
Tgd_CD27+,NK,Wnt5a,Fzd4,Wnt,0.0,0.0,0.0,0.0
Tgd_CD27+,NK,Wnt5a,Ror2,Wnt,0.0,0.0,0.0,0.0
Tgd_CD27+,NKT,Areg,Egfr,Amphiregulin,0.0,0.0,0.0,0.0
Tgd_CD27+,NKT,Areg,Erbb2,Amphiregulin,0.0,0.0,0.0,0.0
Tgd_CD27+,NKT,Areg,Erbb3,Amphiregulin,0.0,0.0,0.0,0.0
Tgd_CD27+,NKT,Ccl2,Ccr2,Macrophage-recruit,0.0,0.0,0.0,0.0
Tgd_CD27+,NKT,Csf1,Csf1r,Macrophage-recruit,0.0,0.0,0.0,0.0
Tgd_CD27+,NKT,Cxcl12,Cxcr4,CXCL12-homing,0.0,0.0,0.0,0.0
Tgd_CD27+,NKT,Dll1,Notch1,Notch,0.0,0.0,0.0,0.0
Tgd_CD27+,NKT,Fndc5,Itgav,Irisin-autocrine,0.0,0.0,0.0,0.0
Tgd_CD27+,NKT,Fndc5,Itgb1,Irisin-autocrine,0.0,0.0,0.0,0.0
Tgd_CD27+,NKT,Fndc5,Itgb5,Irisin-autocrine,0.0,0.0,0.0,0.0
Tgd_CD27+,NKT,Il33,Il1rl1,ILC2-activation,0.0,0.0,0.0,0.0
Tgd_CD27+,NKT,Il6,Il6ra,IL6,0.0,0.0,0.0,0.0
Tgd_CD27+,NKT,Il6,Il6st,IL6,0.0,0.0,0.0,0.0
Tgd_CD27+,NKT,Jag1,Notch2,Notch,0.000996773067416572,0.00030605581469624705,-0.0006907172527203249,-69.3
Tgd_CD27+,NKT,Pdgfa,Pdgfra,Stromal-PDGF,0.0,0.0,0.0,0.0
Tgd_CD27+,NKT,Pdgfb,Pdgfrb,Stromal-PDGF,0.0,0.0,0.0,0.0
Tgd_CD27+,NKT,Tgfb1,Tgfbr1,TGFb-immunosup,0.012164786410057657,0.06797005433305327,0.05580526792299561,458.7
Tgd_CD27+,NKT,Tgfb1,Tgfbr2,TGFb-immunosup,0.036310178401238444,0.09285304359203068,0.05654286519079224,155.7
Tgd_CD27+,NKT,Tgfb2,Tgfbr1,TGFb-immunosup,0.0,0.0,0.0,0.0
Tgd_CD27+,NKT,Tnf,Tnfrsf1a,TNF,0.004534739460465639,0.012983792690389328,0.00844905322992369,186.3
Tgd_CD27+,NKT,Tslp,Crlf2,ILC2-activation,0.0,0.0,0.0,0.0
Tgd_CD27+,NKT,Vegfa,Flt1,Angiogenesis,0.0,0.0,0.0,0.0
Tgd_CD27+,NKT,Vegfa,Kdr,Angiogenesis,0.0,0.0,0.0,0.0
Tgd_CD27+,NKT,Wnt5a,Fzd4,Wnt,0.0,0.0,0.0,0.0
Tgd_CD27+,NKT,Wnt5a,Ror2,Wnt,0.0,0.0,0.0,0.0
Tgd_CD27+,Neutrophil,Areg,Egfr,Amphiregulin,0.0,0.0,0.0,0.0
Tgd_CD27+,Neutrophil,Areg,Erbb2,Amphiregulin,0.0,0.0,0.0,0.0
Tgd_CD27+,Neutrophil,Areg,Erbb3,Amphiregulin,0.0,0.0,0.0,0.0
Tgd_CD27+,Neutrophil,Ccl2,Ccr2,Macrophage-recruit,0.0,0.0,0.0,0.0
Tgd_CD27+,Neutrophil,Csf1,Csf1r,Macrophage-recruit,0.0,0.0,0.0,0.0
Tgd_CD27+,Neutrophil,Cxcl12,Cxcr4,CXCL12-homing,0.0,0.0,0.0,0.0
Tgd_CD27+,Neutrophil,Dll1,Notch1,Notch,0.0,0.0,0.0,0.0
Tgd_CD27+,Neutrophil,Fndc5,Itgav,Irisin-autocrine,0.0,0.0,0.0,0.0
Tgd_CD27+,Neutrophil,Fndc5,Itgb1,Irisin-autocrine,0.0,0.0,0.0,0.0
Tgd_CD27+,Neutrophil,Fndc5,Itgb5,Irisin-autocrine,0.0,0.0,0.0,0.0
Tgd_CD27+,Neutrophil,Il33,Il1rl1,ILC2-activation,0.0,0.0,0.0,0.0
Tgd_CD27+,Neutrophil,Il6,Il6ra,IL6,0.0,0.0,0.0,0.0
Tgd_CD27+,Neutrophil,Il6,Il6st,IL6,0.0,0.0,0.0,0.0
Tgd_CD27+,Neutrophil,Jag1,Notch2,Notch,0.006821616060286292,0.0027131481496636507,-0.004108467910622642,-60.2
Tgd_CD27+,Neutrophil,Pdgfa,Pdgfra,Stromal-PDGF,0.0,0.0,0.0,0.0
Tgd_CD27+,Neutrophil,Pdgfb,Pdgfrb,Stromal-PDGF,0.0,0.0,0.0,0.0
Tgd_CD27+,Neutrophil,Tgfb1,Tgfbr1,TGFb-immunosup,0.00902217136115995,0.044195962797482814,0.03517379143632286,389.9
Tgd_CD27+,Neutrophil,Tgfb1,Tgfbr2,TGFb-immunosup,0.0,0.1069475455095546,0.1069475455095546,1069475455.1
Tgd_CD27+,Neutrophil,Tgfb2,Tgfbr1,TGFb-immunosup,0.0,0.0,0.0,0.0
Tgd_CD27+,Neutrophil,Tnf,Tnfrsf1a,TNF,0.05204843658021957,0.11209548511182266,0.06004704853160309,115.4
Tgd_CD27+,Neutrophil,Tslp,Crlf2,ILC2-activation,0.0,0.0,0.0,0.0
Tgd_CD27+,Neutrophil,Vegfa,Flt1,Angiogenesis,0.0,0.0,0.0,0.0
Tgd_CD27+,Neutrophil,Vegfa,Kdr,Angiogenesis,0.0,0.0,0.0,0.0
Tgd_CD27+,Neutrophil,Wnt5a,Fzd4,Wnt,0.0,0.0,0.0,0.0
Tgd_CD27+,Neutrophil,Wnt5a,Ror2,Wnt,0.0,0.0,0.0,0.0
Tgd_CD27+,Non_Myelinating,Areg,Egfr,Amphiregulin,0.0,0.0,0.0,0.0
Tgd_CD27+,Non_Myelinating,Areg,Erbb2,Amphiregulin,0.0,0.0,0.0,0.0
Tgd_CD27+,Non_Myelinating,Areg,Erbb3,Amphiregulin,0.0,0.0,0.0,0.0
Tgd_CD27+,Non_Myelinating,Ccl2,Ccr2,Macrophage-recruit,0.0,0.0,0.0,0.0
Tgd_CD27+,Non_Myelinating,Csf1,Csf1r,Macrophage-recruit,0.0,0.0,0.0,0.0
Tgd_CD27+,Non_Myelinating,Cxcl12,Cxcr4,CXCL12-homing,0.0,0.0,0.0,0.0
Tgd_CD27+,Non_Myelinating,Dll1,Notch1,Notch,0.0,0.0,0.0,0.0
Tgd_CD27+,Non_Myelinating,Fndc5,Itgav,Irisin-autocrine,0.0,0.0,0.0,0.0
Tgd_CD27+,Non_Myelinating,Fndc5,Itgb1,Irisin-autocrine,0.0,0.0,0.0,0.0
Tgd_CD27+,Non_Myelinating,Fndc5,Itgb5,Irisin-autocrine,0.0,0.0,0.0,0.0
Tgd_CD27+,Non_Myelinating,Il33,Il1rl1,ILC2-activation,0.0,0.0,0.0,0.0
Tgd_CD27+,Non_Myelinating,Il6,Il6ra,IL6,0.0,0.0,0.0,0.0
Tgd_CD27+,Non_Myelinating,Il6,Il6st,IL6,0.0,0.0,0.0,0.0
Tgd_CD27+,Non_Myelinating,Jag1,Notch2,Notch,0.0,0.0,0.0,0.0
Tgd_CD27+,Non_Myelinating,Pdgfa,Pdgfra,Stromal-PDGF,0.0,0.0,0.0,0.0
Tgd_CD27+,Non_Myelinating,Pdgfb,Pdgfrb,Stromal-PDGF,0.0,0.01610872728561367,0.01610872728561367,161087272.9
Tgd_CD27+,Non_Myelinating,Tgfb1,Tgfbr1,TGFb-immunosup,0.025846323853572006,0.0,-0.025846323853572006,-100.0
Tgd_CD27+,Non_Myelinating,Tgfb1,Tgfbr2,TGFb-immunosup,0.10393389994722534,0.21556557009954766,0.11163167015232232,107.4
Tgd_CD27+,Non_Myelinating,Tgfb2,Tgfbr1,TGFb-immunosup,0.0,0.0,0.0,0.0
Tgd_CD27+,Non_Myelinating,Tnf,Tnfrsf1a,TNF,0.0142353444402994,0.033662268761947375,0.019426924321647977,136.5
Tgd_CD27+,Non_Myelinating,Tslp,Crlf2,ILC2-activation,0.0,0.0,0.0,0.0
Tgd_CD27+,Non_Myelinating,Vegfa,Flt1,Angiogenesis,0.0,0.0,0.0,0.0
Tgd_CD27+,Non_Myelinating,Vegfa,Kdr,Angiogenesis,0.0,0.0,0.0,0.0
Tgd_CD27+,Non_Myelinating,Wnt5a,Fzd4,Wnt,0.0,0.0,0.0,0.0
Tgd_CD27+,Non_Myelinating,Wnt5a,Ror2,Wnt,0.0,0.0,0.0,0.0
Tgd_CD27+,Pericyte,Areg,Egfr,Amphiregulin,0.0,0.0,0.0,0.0
Tgd_CD27+,Pericyte,Areg,Erbb2,Amphiregulin,0.0,0.0,0.0,0.0
Tgd_CD27+,Pericyte,Areg,Erbb3,Amphiregulin,0.0,0.0,0.0,0.0
Tgd_CD27+,Pericyte,Ccl2,Ccr2,Macrophage-recruit,0.0,0.0,0.0,0.0
Tgd_CD27+,Pericyte,Csf1,Csf1r,Macrophage-recruit,0.0,0.0,0.0,0.0
Tgd_CD27+,Pericyte,Cxcl12,Cxcr4,CXCL12-homing,0.0,0.0,0.0,0.0
Tgd_CD27+,Pericyte,Dll1,Notch1,Notch,0.0,0.0,0.0,0.0
Tgd_CD27+,Pericyte,Fndc5,Itgav,Irisin-autocrine,0.0,0.0,0.0,0.0
Tgd_CD27+,Pericyte,Fndc5,Itgb1,Irisin-autocrine,0.0,0.0,0.0,0.0
Tgd_CD27+,Pericyte,Fndc5,Itgb5,Irisin-autocrine,0.0,0.0,0.0,0.0
Tgd_CD27+,Pericyte,Il33,Il1rl1,ILC2-activation,0.0,0.0,0.0,0.0
Tgd_CD27+,Pericyte,Il6,Il6ra,IL6,0.0,0.0,0.0,0.0
Tgd_CD27+,Pericyte,Il6,Il6st,IL6,0.0,0.0,0.0,0.0
Tgd_CD27+,Pericyte,Jag1,Notch2,Notch,0.0048571552590592326,0.0,-0.0048571552590592326,-100.0
Tgd_CD27+,Pericyte,Pdgfa,Pdgfra,Stromal-PDGF,0.0,0.0,0.0,0.0
Tgd_CD27+,Pericyte,Pdgfb,Pdgfrb,Stromal-PDGF,0.1148755813035626,0.12533082124592287,0.010455239942360278,9.1
Tgd_CD27+,Pericyte,Tgfb1,Tgfbr1,TGFb-immunosup,0.013702946936894748,0.009768959175888464,-0.003933987761006284,-28.7
Tgd_CD27+,Pericyte,Tgfb1,Tgfbr2,TGFb-immunosup,0.01596482798133798,0.07946843395465286,0.06350360597331488,397.8
Tgd_CD27+,Pericyte,Tgfb2,Tgfbr1,TGFb-immunosup,0.0,0.0,0.0,0.0
Tgd_CD27+,Pericyte,Tnf,Tnfrsf1a,TNF,0.022060073658162642,0.04126017770797712,0.01920010404981448,87.0
Tgd_CD27+,Pericyte,Tslp,Crlf2,ILC2-activation,0.0,0.0,0.0,0.0
Tgd_CD27+,Pericyte,Vegfa,Flt1,Angiogenesis,0.0,0.0,0.0,0.0
Tgd_CD27+,Pericyte,Vegfa,Kdr,Angiogenesis,0.0,0.0,0.0,0.0
Tgd_CD27+,Pericyte,Wnt5a,Fzd4,Wnt,0.0,0.0,0.0,0.0
Tgd_CD27+,Pericyte,Wnt5a,Ror2,Wnt,0.0,0.0,0.0,0.0
Tgd_CD27+,SMC_precursor,Areg,Egfr,Amphiregulin,0.0,0.0,0.0,0.0
Tgd_CD27+,SMC_precursor,Areg,Erbb2,Amphiregulin,0.0,0.0,0.0,0.0
Tgd_CD27+,SMC_precursor,Areg,Erbb3,Amphiregulin,0.0,0.0,0.0,0.0
Tgd_CD27+,SMC_precursor,Ccl2,Ccr2,Macrophage-recruit,0.0,0.0,0.0,0.0
Tgd_CD27+,SMC_precursor,Csf1,Csf1r,Macrophage-recruit,0.0,0.0,0.0,0.0
Tgd_CD27+,SMC_precursor,Cxcl12,Cxcr4,CXCL12-homing,0.0,0.0,0.0,0.0
Tgd_CD27+,SMC_precursor,Dll1,Notch1,Notch,0.0,0.0,0.0,0.0
Tgd_CD27+,SMC_precursor,Fndc5,Itgav,Irisin-autocrine,0.0,0.0,0.0,0.0
Tgd_CD27+,SMC_precursor,Fndc5,Itgb1,Irisin-autocrine,0.0,0.0,0.0,0.0
Tgd_CD27+,SMC_precursor,Fndc5,Itgb5,Irisin-autocrine,0.0,0.0,0.0,0.0
Tgd_CD27+,SMC_precursor,Il33,Il1rl1,ILC2-activation,0.0,0.0,0.0,0.0
Tgd_CD27+,SMC_precursor,Il6,Il6ra,IL6,0.0,0.0,0.0,0.0
Tgd_CD27+,SMC_precursor,Il6,Il6st,IL6,0.0,0.0,0.0,0.0
Tgd_CD27+,SMC_precursor,Jag1,Notch2,Notch,0.0,0.0008119435195446296,0.0008119435195446296,8119435.2
Tgd_CD27+,SMC_precursor,Pdgfa,Pdgfra,Stromal-PDGF,0.0,0.0,0.0,0.0
Tgd_CD27+,SMC_precursor,Pdgfb,Pdgfrb,Stromal-PDGF,0.025602001392632627,0.04186165073186303,0.0162596493392304,63.5
Tgd_CD27+,SMC_precursor,Tgfb1,Tgfbr1,TGFb-immunosup,0.03719587676311482,0.0196516161884983,-0.017544260574616517,-47.2
Tgd_CD27+,SMC_precursor,Tgfb1,Tgfbr2,TGFb-immunosup,0.0,0.0613900347290073,0.0613900347290073,613900347.3
Tgd_CD27+,SMC_precursor,Tgfb2,Tgfbr1,TGFb-immunosup,0.0,0.0,0.0,0.0
Tgd_CD27+,SMC_precursor,Tnf,Tnfrsf1a,TNF,0.0,0.0438962217840042,0.0438962217840042,438962217.8
Tgd_CD27+,SMC_precursor,Tslp,Crlf2,ILC2-activation,0.0,0.0,0.0,0.0
Tgd_CD27+,SMC_precursor,Vegfa,Flt1,Angiogenesis,0.0,0.0,0.0,0.0
Tgd_CD27+,SMC_precursor,Vegfa,Kdr,Angiogenesis,0.0,0.0,0.0,0.0
Tgd_CD27+,SMC_precursor,Wnt5a,Fzd4,Wnt,0.0,0.0,0.0,0.0
Tgd_CD27+,SMC_precursor,Wnt5a,Ror2,Wnt,0.0,0.0,0.0,0.0
Tgd_CD27+,Tgd_CD27+,Areg,Egfr,Amphiregulin,0.0,0.0,0.0,0.0
Tgd_CD27+,Tgd_CD27+,Areg,Erbb2,Amphiregulin,0.0,0.0,0.0,0.0
Tgd_CD27+,Tgd_CD27+,Areg,Erbb3,Amphiregulin,0.0,0.0,0.0,0.0
Tgd_CD27+,Tgd_CD27+,Ccl2,Ccr2,Macrophage-recruit,0.0,0.0,0.0,0.0
Tgd_CD27+,Tgd_CD27+,Csf1,Csf1r,Macrophage-recruit,0.0,0.0,0.0,0.0
Tgd_CD27+,Tgd_CD27+,Cxcl12,Cxcr4,CXCL12-homing,0.0,0.0,0.0,0.0
Tgd_CD27+,Tgd_CD27+,Dll1,Notch1,Notch,0.0,0.0,0.0,0.0
Tgd_CD27+,Tgd_CD27+,Fndc5,Itgav,Irisin-autocrine,0.0,0.0,0.0,0.0
Tgd_CD27+,Tgd_CD27+,Fndc5,Itgb1,Irisin-autocrine,0.0,0.0,0.0,0.0
Tgd_CD27+,Tgd_CD27+,Fndc5,Itgb5,Irisin-autocrine,0.0,0.0,0.0,0.0
Tgd_CD27+,Tgd_CD27+,Il33,Il1rl1,ILC2-activation,0.0,0.0,0.0,0.0
Tgd_CD27+,Tgd_CD27+,Il6,Il6ra,IL6,0.0,0.0,0.0,0.0
Tgd_CD27+,Tgd_CD27+,Il6,Il6st,IL6,0.0,0.0,0.0,0.0
Tgd_CD27+,Tgd_CD27+,Jag1,Notch2,Notch,0.0,0.0004934826076486485,0.0004934826076486485,4934826.1
