gene,score,log2FC,pval,padj,contrast,contrast_label,cell_state,tissue,n_a,n_b,is_sig
Spns3,-3.2525296,-1.5458591,0.0011438268053874968,0.002096290491674549,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Ccdc187,-3.2630544,-1.6016138,0.001102183491986283,0.0020231781448644156,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Dusp6,-3.2658923,-0.5282344,0.001091197786172963,0.0020044979671637025,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Tnf,-3.2743788,-0.8737383,0.0010589457403446774,0.0019483393256242813,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Incenp,-3.2883368,-1.2637806,0.0010078123932022243,0.0018593972455069445,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Grap,-3.3119893,-0.77751523,0.0009263506989245365,0.0017171402961037292,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Prelid2,-3.3257933,-0.97990644,0.0008816728392612999,0.0016376487473896962,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Nanos1,-3.3639295,-1.3871034,0.0007684114231682797,0.0014369699654007482,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Ccn5,-3.3765676,-0.7364653,0.0007339632906871741,0.0013744770436075904,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Ccna2,-3.414469,-2.0058439,0.000639064386036806,0.0012037818290532537,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Grtp1,-3.4148207,-1.0508889,0.0006382404353697624,0.0012023603899779522,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Gm38096,-3.4159708,-0.95000595,0.0006355508558106733,0.0011978140844052696,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Cfap69,-3.4611554,-1.2041923,0.000537862215417507,0.0010216966455860433,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Abca9,-3.4707878,-0.36196464,0.000518934016093697,0.000988339898196683,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Golgb1,-3.4729233,-0.27892837,0.000514822457062815,0.000981263599464308,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Gclc,-3.479537,-0.35141098,0.0005022811824874235,0.0009590462437254361,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Tpm3-rs7,-3.528748,-0.785868,0.00041753038227067025,0.000804488262106188,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Greb1,-3.5289135,-0.98664415,0.000417269377227781,0.0008040747050235526,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Nedd9,-3.5424695,-0.8926915,0.00039639940209912995,0.0007652189727041091,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Plekhh1,-3.6007195,-1.7348343,0.0003173379506119834,0.0006179626503719712,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Ppp1r14a,-3.6093795,-0.32083803,0.000306930242144028,0.0005985692002946006,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Sh3pxd2b,-3.6370256,-0.3559301,0.00027580465949208376,0.0005407914681013308,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Psd2,-3.6396253,-1.1480169,0.00027303503154660184,0.0005356601970867318,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Trpc5,-3.6449919,-0.99509263,0.00026740018439729864,0.0005251995240269062,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Rexo5,-3.653236,-1.4085581,0.00025895608860744036,0.0005089027122100661,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Edn1,-3.6582758,-0.7730018,0.00025391776632632693,0.0004992842709904564,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Snhg9,-3.6995027,1.1224769,0.00021602228226221516,0.0004275815998983076,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Kif1b,-3.7079022,-0.27116117,0.00020898331735138257,0.0004142164483015573,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Tmem191c,-3.7285233,-0.55551213,0.0001926051444211559,0.0003828479836551198,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Tuft1,-3.7428086,-1.6754308,0.0001819747721324461,0.0003625904312936628,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Pi15,-3.7732637,-0.51656616,0.0001611258360695562,0.0003226796539187174,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Gm26621,-3.782043,-1.1481172,0.0001555464689701919,0.00031215499576577917,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Ghrl,-3.7855928,-0.9417345,0.00015334253962124542,0.00030791025701389725,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Naip2,-3.7967968,-1.2583833,0.00014657777454325912,0.0002949072036610577,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Cdk6,-3.8145769,-1.2680341,0.00013641645645404054,0.0002753897289137971,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Eppk1,-3.828636,-0.99448025,0.00012885546789269576,0.0002608853086663441,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Ccnl2,-3.830582,-0.32079625,0.0001278406283539748,0.0002589213193513522,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Vdr,-3.840382,-1.2742132,0.00012284298805144612,0.0002492740494024126,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Arrdc1,-3.8427873,-0.6815151,0.00012164491664318481,0.00024689191239577103,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
9430015G10Rik,-3.8449683,-1.7077082,0.00012056802185087296,0.0002448208509269307,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Uhrf1,-3.8740568,-1.2465404,0.00010703845278315656,0.00021831966710335427,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Snx18,-3.9216852,-0.28450012,8.793183902399025e-05,0.000181354188928998,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Enah,-3.9368148,-0.80286974,8.257026413579534e-05,0.00017055997026549458,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Gm13889,-3.9483309,-2.8571482,7.869796162267921e-05,0.00016279391059273294,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Dock5,-3.9582102,-1.6606625,7.551349019940369e-05,0.0001565239581099521,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Nkain4,-3.9617362,-0.717371,7.440672653488513e-05,0.00015431506719048945,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Lhfpl2,-3.9813447,-0.57650983,6.852649846820072e-05,0.00014270661822229718,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Itga2,-3.9932437,-1.0749556,6.517553097091018e-05,0.00013595680050120936,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Trib2,-4.005954,-2.4763677,6.17677617560467e-05,0.0001291433272982404,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Cyp51,-4.0230904,-0.64355975,5.7439416103763015e-05,0.00012038396357932733,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Fnbp4,-4.0355663,-0.45176312,5.447070736239518e-05,0.00011431399447794926,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Usp9x,-4.0846753,-0.28155825,4.4138508376487496e-05,9.336495166585382e-05,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Tspan2,-4.116048,-1.5613934,3.8542438770162305e-05,8.205824809249657e-05,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Cd82,-4.1808295,-0.78004134,2.904477130723241e-05,6.250501107454917e-05,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Herc3,-4.1861053,-1.3016361,2.8378205575845035e-05,6.111605351350332e-05,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Kl,-4.2002254,-2.6577528,2.6664950373289784e-05,5.760519551802892e-05,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Slc16a3,-4.213691,-0.65251005,2.5123063522063277e-05,5.441656814090673e-05,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Dusp5,-4.2453117,-0.34159276,2.1828958356687108e-05,4.760859852387261e-05,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Actn1,-4.24975,-0.84286416,2.1400903028384262e-05,4.671026550222926e-05,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Fam184a,-4.25862,-2.2331927,2.0569293615626616e-05,4.495741373690208e-05,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Col4a3,-4.2921224,-0.5369548,1.769733643578736e-05,3.899981079336493e-05,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Gm42418,-4.3345695,-0.6299442,1.4604579082731893e-05,3.240665462234853e-05,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Ranbp2,-4.340586,-0.37568215,1.4210297031130384e-05,3.158025897947353e-05,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Skil,-4.341402,-0.37174672,1.4157626273478325e-05,3.146723881163646e-05,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Tc2n,-4.35446,-1.3742115,1.3339550503063838e-05,2.970606719836009e-05,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Taok1,-4.3559847,-0.2525746,1.3246993546842817e-05,2.95113200277237e-05,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Osbpl3,-4.357856,-0.6557125,1.3134282428208157e-05,2.9275268841588385e-05,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Filip1l,-4.361749,-0.47924215,1.2902669537662908e-05,2.8777516714162376e-05,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Col7a1,-4.433058,-1.2506063,9.290593825765666e-06,2.1004978817809964e-05,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
1700010I14Rik,-4.4453206,-2.430893,8.77609563859957e-06,1.990664152635123e-05,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Fap,-4.463263,-0.32910007,8.072091190868213e-06,1.837948179370348e-05,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Iqcn,-4.4765267,-0.35144454,7.5867187221468235e-06,1.731297399141309e-05,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Sqle,-4.490102,-0.67790335,7.118914228880667e-06,1.628830870075467e-05,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Sdc4,-4.5209184,-0.2651688,6.157192511315414e-06,1.4164483329625973e-05,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Rnf144a,-4.579098,-0.5726572,4.669850145784368e-06,1.08537557134495e-05,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Syne1,-4.60051,-0.72994375,4.214577823412602e-06,9.83250289732247e-06,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Mcc,-4.6644716,-0.527523,3.094111968245243e-06,7.308949140626721e-06,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Slc37a1,-4.716115,-2.7767792,2.4039086862070944e-06,5.72455101998314e-06,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Arl13b,-4.735425,-0.34939623,2.185964621967861e-06,5.224202385549156e-06,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Fgf1,-4.765998,-0.84717214,1.879213685280268e-06,4.514121695033263e-06,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Wwtr1,-4.8052077,-0.33300957,1.5459087587210488e-06,3.7451248651832507e-06,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Noct,-4.813346,-0.46481457,1.4842407948672655e-06,3.601262015362145e-06,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Hp1bp3,-4.823659,-0.3235628,1.4094843655663522e-06,3.4256297664030992e-06,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Gm15832,-4.8300586,-1.7093748,1.364930055721549e-06,3.319670700738763e-06,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Gm26917,-4.839692,-0.5371238,1.300405717679454e-06,3.1702988261323507e-06,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Smarca5,-4.859131,-0.25593257,1.1790226308886667e-06,2.884920480067782e-06,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Abca8b,-4.866568,-0.3318505,1.1355289622147241e-06,2.782816242759402e-06,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Ccnd1,-4.878994,-1.0667015,1.066283187465027e-06,2.619039200259353e-06,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Unc119,-4.9454556,-1.798249,7.596599540228311e-07,1.8927102388951027e-06,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Tmem51,-5.0423265,-1.7504158,4.599059839991738e-07,1.1656284227608409e-06,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Ces1d,-5.1332655,-0.79585403,2.847575340696263e-07,7.34599880735107e-07,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Dennd6b,-5.1518784,-2.822129,2.578905884699187e-07,6.683725444114274e-07,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Arsj,-5.22536,-0.6655318,1.7381655739706298e-07,4.580083455132152e-07,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Ppfibp1,-5.2400756,-0.40459627,1.6051099615826306e-07,4.2456088840458203e-07,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Dnm1,-5.244381,-0.446116,1.5680789809053494e-07,4.1520930841166077e-07,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Idi1,-5.2624226,-0.6259303,1.421696010394642e-07,3.780651819698434e-07,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Adcy7,-5.3156996,-0.7041832,1.0624820262415704e-07,2.852089909760847e-07,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Mms22l,-5.4375,-1.9983935,5.403340082626356e-08,1.4851691293837953e-07,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Tbc1d8,-5.550399,-1.3901598,2.850185473730281e-08,8.047063871695995e-08,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Ldlr,-5.6783447,-0.5796493,1.3600430500275116e-08,3.9465372373706624e-08,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Adgrg2,-5.7172985,-0.73083925,1.0823084313213113e-08,3.1703227208687265e-08,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Inhbb,-5.732153,-0.6800366,9.916390170760343e-09,2.9145512904829772e-08,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Ccdc50,-5.7390733,-0.28527018,9.519601744229282e-09,2.802230756181972e-08,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Igf2r,-5.8204956,-0.28396523,5.867333902840374e-09,1.759388504394863e-08,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Pitpnm1,-5.8318863,-1.0011374,5.480432191970791e-09,1.6470105163380656e-08,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Spns2,-5.862454,-1.9837189,4.560767200061712e-09,1.3814543932972951e-08,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Sytl2,-5.873853,-0.6803804,4.257806144904088e-09,1.2928491745540498e-08,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Gadd45a,-5.89382,-0.55057025,3.773686556275021e-09,1.1496749573500551e-08,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Dhcr24,-5.9302754,-0.83477783,3.0242667254134043e-09,9.28866618586501e-09,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Prkcg,-5.9344864,-0.528579,2.9476694550158556e-09,9.061431664497421e-09,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Aspn,-5.9784484,-0.5606609,2.25272874124063e-09,6.987045090655296e-09,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Prss23,-6.007395,-0.3378006,1.885279419781075e-09,5.8757423469488895e-09,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Ivns1abp,-6.1560936,-0.35512054,7.45612201995953e-10,2.410002086637804e-09,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Paxbp1,-6.1993136,-0.60096395,5.670987179760035e-10,1.8492024950022332e-09,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Meox1,-6.287467,-1.02178,3.226880223542686e-10,1.073624903232036e-09,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Tll2,-6.370982,-1.4830686,1.8782137764682643e-10,6.378790657605987e-10,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Nr4a2,-6.483623,-0.45601848,8.954575907073769e-11,3.1331981598984306e-10,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Fabp4,-6.5289903,-0.33866742,6.621449363101336e-11,2.3428392859730726e-10,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Lrrc8d,-6.666375,-0.8396936,2.6219851311712024e-11,9.570162946672241e-11,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Nr4a3,-6.6772246,-0.34191293,2.4350966246728354e-11,8.916176218000769e-11,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Ankrd11,-6.745589,-0.33512926,1.524077273552536e-11,5.6678155695205936e-11,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Dchs2,-6.7586565,-0.7636353,1.3927723069678313e-11,5.189528271407211e-11,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Ankrd44,-6.859417,-0.7166273,6.9142265367077865e-12,2.6374747552364655e-11,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Nfat5,-6.8628907,-0.31087172,6.7480798918540295e-12,2.575796905230921e-11,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Pxdn,-6.9046607,-0.27365723,5.032354996897237e-12,1.947468600785427e-11,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Crybg3,-6.9487305,-0.46625483,3.6858853843861076e-12,1.4447770897522489e-11,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Bpgm,-7.064904,-0.9758399,1.6072687175628445e-12,6.501433830477557e-12,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Agap1,-7.1095138,-0.46008912,1.1645265958198282e-12,4.772880098820998e-12,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Mast4,-7.146493,-0.46400294,8.902306219457622e-13,3.6799735912184654e-12,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Amotl1,-7.174854,-0.32284436,7.238452703108394e-13,3.010842128198673e-12,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Blnk,-7.2375693,-1.5431923,4.567965670611153e-13,1.926857034640428e-12,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Aff4,-7.2515984,-0.3042411,4.118823439456769e-13,1.7454671863054698e-12,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Arhgap18,-7.2818236,-0.62210447,3.293379043945668e-13,1.405969620902556e-12,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Lifr,-7.434197,-0.31842262,1.052050024422148e-13,4.686257249808495e-13,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Pcsk6,-7.459353,-0.49383906,8.694852645826447e-14,3.9041284239066914e-13,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Cilp,-7.505944,-1.2316834,6.098767371284455e-14,2.773635588393489e-13,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Tsc22d2,-7.819744,-0.3729467,5.293076546795885e-15,2.6300068881944825e-14,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Sept11,-7.976167,-0.42127582,1.50947460189826e-15,7.811339621461572e-15,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Cry1,-7.9768896,-1.1006334,1.5006718406723766e-15,7.775067340633308e-15,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
1200007C13Rik,-8.154267,-0.93044233,3.513035415477761e-16,1.8989883771758058e-15,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Zfc3h1,-8.171627,-0.54499435,3.0425816233781964e-16,1.6508575698060483e-15,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Nktr,-8.262982,-0.2970662,1.4207729907643427e-16,7.914431234450519e-16,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Vgll3,-8.268654,-0.47064507,1.354802081616317e-16,7.554219581128152e-16,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Itgbl1,-8.334184,-0.9941131,7.803439900959379e-17,4.441071589187286e-16,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Alkal2,-8.372018,-0.35400093,5.663975090078703e-17,3.266344929732451e-16,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Mir22hg,-8.43592,-0.56416655,3.2860933863307645e-17,1.9395556641375693e-16,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Pam,-8.445525,-0.34432665,3.0268269080216054e-17,1.7932424124360322e-16,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Spon2,-8.639426,-0.68882704,5.64960817814425e-18,3.509555458489221e-17,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Adamts12,-8.715312,-0.38876003,2.8995858542416396e-18,1.8404728513325138e-17,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Atrx,-8.759439,-0.36873966,1.962229693554978e-18,1.2611944075588167e-17,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Macf1,-8.881589,-0.39556575,6.591227886840179e-19,4.409663687719735e-18,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Ier5,-8.925192,-0.29533345,4.449263910837939e-19,3.018571419320841e-18,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Atf3,-8.955281,-0.26591635,3.3887072175326634e-19,2.3126159724216417e-18,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Spag9,-8.960705,-0.2954667,3.2260876947965157e-19,2.205977394142996e-18,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
C7,-9.012084,-0.6046292,2.0217818466553459e-19,1.404636177998812e-18,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Mical2,-9.143473,-1.8883222,6.047816803722492e-20,4.351667684371441e-19,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Nbeal1,-9.271866,-0.37550357,1.829173638436159e-20,1.3695898127858995e-19,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Serpinb9,-9.399161,-1.1029056,5.499966835304046e-21,4.2711565110169037e-20,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Klhl13,-9.401924,-0.653488,5.357441055850884e-21,4.1679401233517355e-20,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Pde3a,-9.528966,-0.5900303,1.5885720309075655e-21,1.2783029043140646e-20,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Svil,-9.569989,-0.39373964,1.0691637810404936e-21,8.720775694742803e-21,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Pcdh12,-9.753914,-1.4661658,1.7749101003246462e-22,1.5267220262762743e-21,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Tax1bp1,-10.006582,-0.27266246,1.4259354483697086e-23,1.3315641685610724e-22,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Npas2,-10.091225,-1.2464963,6.041126577865271e-24,5.794202211657172e-23,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Rock2,-10.198251,-0.2937572,2.018761560610628e-24,2.0061515313781608e-23,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Prrc2c,-10.343584,-0.31263673,4.474826840741927e-25,4.635482212981227e-24,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Trib1,-10.425238,-0.3962185,1.901826873907236e-25,2.049694208851795e-24,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Akap12,-10.695287,-0.39074242,1.0708775470112945e-26,1.2615548602393246e-25,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Fbn1,-10.7176075,-0.29457846,8.415193820652632e-27,9.988218757285235e-26,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Enpp2,-10.850824,-0.46495938,1.976348454726486e-27,2.4620588041244247e-26,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Col4a5,-10.870342,-0.44079962,1.5960044658839453e-27,2.0055299596299636e-26,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Ugdh,-11.085972,-0.41541642,1.467484367628095e-28,1.9788216500030165e-27,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Gadd45g,-11.272069,-0.42292067,1.802828258039441e-29,2.5794426421338244e-28,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Col4a4,-11.393641,-0.55443496,4.497889508417538e-30,6.672190074034947e-29,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
Fermt2,-11.433883,-0.3050326,2.8315871706975936e-30,4.2735033182825915e-29,TC_vs_SC,exercise_TC_vs_SC,CP,vWAT,8953,6725,True
